"state","month_date","median_listing_price","new_listing_count","active_listing_count","pending_listing_count"
"pa",2020 May,195591.582089552,11976,27816,6768
"ri",2020 May,487389,1264,2232,1983
"sc",2020 May,236736.347826087,8820,23011,11116
"sd",2020 May,210096.818101758,1266.48115942029,3371.60869565217,1436.87159732922
"tn",2020 May,245929.905263158,11096,18839,11966
"tx",2020 May,209841.301460823,39516.4444444444,86545.1111111111,45077.2083333333
"ut",2020 May,384191.379310345,5792,8923,8309
"va",2020 May,297608.95711618,12149.5396825397,22629.4601423903,11674.3869047619
"vt",2020 May,287121.428571429,952,3253,824
"wa",2020 May,401130.512820513,10144,13577,11707
"wi",2020 May,241627.25,7280,15833,6278
"wv",2020 May,146412.709090909,1584,5363,2088
"wy",2020 May,327241.956521739,1028,2589,921
"ak",2020 Jun,255042.392616534,1463.5,2510.16129032258,589.320754716981
"al",2020 Jun,195074.492537313,7530,14995,6945
"ar",2020 Jun,154026.733333333,4090,9014,4637
"az",2020 Jun,313352.866666667,11490,14620,18495
"ca",2020 Jun,596039.034482759,38916,54730,46328
"co",2020 Jun,440642.0625,13918,19179.5,15758
"ct",2020 Jun,396370.875,6838,10241,5945
"dc",2020 Jun,699950,1112,1395,370
"de",2020 Jun,326291,1826,3162,674
"fl",2020 Jun,291208.746268657,43468,114956,62975
"ga",2020 Jun,222345.566037736,17332,34839.5,26543.6666666667
"hi",2020 Jun,696062,1622,5501,2169
"ia",2020 Jun,156293.070707071,4852,10521,7541
"id",2020 Jun,339561.113636364,3934,5412,5107
"il",2020 Jun,136004.078431373,21368,39250,29033
"in",2020 Jun,182226.804347826,9634,10932,8749
"ks",2020 Jun,132737.057971014,4195.21739130435,6191,6432.66666666667
"ky",2020 Jun,187313.275,5256,8516,9162
"la",2020 Jun,203193.921875,5286,14159,7699
"ma",2020 Jun,777110.642857143,10366,12374,4346
"md",2020 Jun,351254.75,9594,12834,4010
"me",2020 Jun,277435.9375,2920,5550,1128
"mi",2020 Jun,215312.43373494,17556,26411,14734
"mn",2020 Jun,220319.172413793,11192,16009,11838
"mo",2020 Jun,164750.539130435,9980,14809,14403
"ms",2020 Jun,158958.485889954,3103.63636363636,7568.22727272727,3877.31818181818
"mt",2020 Jun,278489.517006803,2236.7619047619,4512.83333333333,3464
"nc",2020 Jun,282177.01,17272,29001,21835
"nd",2020 Jun,172516.41509434,1204,2909,1405
"ne",2020 Jun,168980.483443195,2603.07692307692,3860.65384615385,5057.62379807692
"nh",2020 Jun,340687.5,2672,3371,2400
"nj",2020 Jun,396040.095238095,15376,27894,7373
"nm",2020 Jun,243688.060606061,2734.5,5622.25,3832
"nv",2020 Jun,317980.176470588,5286,11003,2204
"ny",2020 Jun,302766.451612903,22574,49163,26078
"oh",2020 Jun,190700.727272727,15738,17218,22292
"ok",2020 Jun,159964.789473684,5958,10544,4133
"or",2020 Jun,372823.555555556,6788,10086,10286
"pa",2020 Jun,199061.298507463,17860,27658,13098
"ri",2020 Jun,521460,1388,2079,2526
"sc",2020 Jun,236997.47826087,9528,20730,13512
"sd",2020 Jun,223475.970216531,1245.15797101449,3400.3097826087,1565.01964560863
"tn",2020 Jun,257333.442105263,11520,17084,14008
"tx",2020 Jun,211175.690571049,41484.8888888889,79110.2222222222,55995.1666666667
"ut",2020 Jun,393102.379310345,5806,7971,9585
"va",2020 Jun,302241.691237899,13388.8888888889,20881.7263071895,13021.4166666667
"vt",2020 Jun,296388.642857143,1356,3217,1214
"wa",2020 Jun,410754.794871795,11318,13432,14165
"wi",2020 Jun,244536.277777778,8328,16024,7529
"wv",2020 Jun,145208.618181818,1890,5074,2502
"wy",2020 Jun,333638.826086957,1274,2735,1006
"ak",2020 Jul,256933.404516549,1267.25,2464.1935483871,598.88679245283
"al",2020 Jul,193385.940298507,7578,14035,7056
"ar",2020 Jul,153355.226666667,4066,8437,4691
"az",2020 Jul,322178.333333333,11990,12456,18149
"ca",2020 Jul,602636.517241379,41368,50058,52258
"co",2020 Jul,449075.75,13020,18454,16349
"ct",2020 Jul,407932.875,6416,9714,6599
"dc",2020 Jul,698081,1160,1432,396
"de",2020 Jul,329721.333333333,1850,2807,671
"fl",2020 Jul,295226.23880597,42870,106540,67918
"ga",2020 Jul,227787.798742138,16806,31716.75,27606.3333333333
"hi",2020 Jul,689187.5,1660,5254,2463
"ia",2020 Jul,156617.808080808,4586,9901,7771
"id",2020 Jul,344473.613636364,3864,4732,5327
"il",2020 Jul,137080,20752,38185,32046
"in",2020 Jul,185628.391304348,9628,10374,9086
"ks",2020 Jul,132981.713871636,3997.39130434783,5809,6385
"ky",2020 Jul,187363.5,5150,7966,9315
"la",2020 Jul,205505.53125,5090,13432,7916
"ma",2020 Jul,760450,9538,11594,4379
"md",2020 Jul,352221.166666667,9604,11342,4014
"me",2020 Jul,284632.8125,2774,5435,1265
"mi",2020 Jul,217813.831325301,16608,25175,16097
"mn",2020 Jul,222046,11118,15104,12442
"mo",2020 Jul,171166.104347826,9830,14019,14516
"ms",2020 Jul,163249.996616476,3112.54545454545,7054.90909090909,4398.27272727273
"mt",2020 Jul,322485.352040816,2047.57142857143,4164,3796
"nc",2020 Jul,285922.62,16886,26526,22274
"nd",2020 Jul,174941.660377358,1032,2823,1507
"ne",2020 Jul,170255.173326679,2606.71794871795,3667.07692307692,5135.60737179487
"nh",2020 Jul,342852.5,2350,3035,2475
"nj",2020 Jul,401650.238095238,15194,26463,8646
"nm",2020 Jul,248621.348484848,2812.625,5428.3125,4001
"nv",2020 Jul,333297,5616,10284,2479
"ny",2020 Jul,304963.177419355,23790,52576,30680
"oh",2020 Jul,194061.772727273,15440,16450,23360
"ok",2020 Jul,157929,5960,9953,4323
"or",2020 Jul,379304.777777778,7082,9350,11355
"pa",2020 Jul,205721.850746269,16580,25634,14593
"ri",2020 Jul,519325,1448,1902,2802
"sc",2020 Jul,236199,9806,19173,13932
"sd",2020 Jul,234807.963823145,1181.98862876254,3183.93394648829,1511.93692465726
"tn",2020 Jul,260885.2,11014,16192,14821
"tx",2020 Jul,213512.749003984,40101.3333333333,74607.3333333333,56281.625
"ut",2020 Jul,406171.172413793,5446,7028,9800
"va",2020 Jul,306014.846412249,13834.2380952381,19282.9924719888,13264.4464285714
"vt",2020 Jul,303862.5,1292,3100,1440
"wa",2020 Jul,423274.923076923,11792,13237,14885
"wi",2020 Jul,244967.958333333,7922,15672,7683
"wv",2020 Jul,146684.472727273,1812,4863,2644
"wy",2020 Jul,342478.434782609,1180,2700,1149
"ak",2020 Aug,260249.140554494,1249,2384.22580645161,585.452830188679
"al",2020 Aug,197183.76119403,7464,13176,7086
"ar",2020 Aug,157391.053333333,3904,7696,4704
"az",2020 Aug,327608,13132,11668,18013
"ca",2020 Aug,608624.224137931,42896,47176,54711
"co",2020 Aug,459524.40625,12400,17265,16542
"ct",2020 Aug,408443.75,6168,9196,6486
"dc",2020 Aug,680000,1124,1482,385
"de",2020 Aug,332911.666666667,1812,2540,729
"fl",2020 Aug,296323.134328358,43132,100443,68071
"ga",2020 Aug,235857.490566038,17096,29215,27776
"hi",2020 Aug,692475,1812,5224,2570
"ia",2020 Aug,154794.474747475,4348,9472,7541
"id",2020 Aug,350044.159090909,3965,3967.5,5641.5
"il",2020 Aug,136461.529411765,19616,37166,31930
"in",2020 Aug,185488.956521739,9540,9836,8906
"ks",2020 Aug,131890.30310559,3869.5652173913,5468.2,6184.4
"ky",2020 Aug,189077.441666667,5188,7502,9217
"la",2020 Aug,205682.609375,4676,12554,8025
"ma",2020 Aug,800367.857142857,9152,11354,4493
"md",2020 Aug,353422.5,9724,10264,3993
"me",2020 Aug,281685.0625,2620,4973,1465
"mi",2020 Aug,216761.626506024,16476,23653,16569
"mn",2020 Aug,222845.045977011,11372,14614,12596
"mo",2020 Aug,177910.034782609,9596,13164,15048
"ms",2020 Aug,165133.70246495,2733.45454545455,6598.59090909091,4350.22727272727
"mt",2020 Aug,299164.770408163,2195.71428571429,3882,4209
"nc",2020 Aug,291806.65,17388,24361,22270
"nd",2020 Aug,178834.41509434,1088,2774,1461
"ne",2020 Aug,170258.167557988,2470.35897435897,3428.5,4908.59094551282
"nh",2020 Aug,337210,2652,2866,2537
"nj",2020 Aug,402632.857142857,15408,25445,9575
"nm",2020 Aug,256279.606060606,2804.75,5224.375,4008
"nv",2020 Aug,344094.117647059,6140,10167,2438
"ny",2020 Aug,303938.322580645,22180,52473,35729
"oh",2020 Aug,193742.318181818,15840,15977,23376
"ok",2020 Aug,158391.131578947,5584,9248,8550
"or",2020 Aug,394242.972222222,7008,8529,11837
"pa",2020 Aug,207219.044776119,15896,24272,14145
"ri",2020 Aug,552560,1428,1752,2884
"sc",2020 Aug,236544.456521739,9668,18065,13977
"sd",2020 Aug,240095.875962917,1082.48595317726,2955.55811036789,1580.6042037059
"tn",2020 Aug,261682.968421053,11428,14663,14343
"tx",2020 Aug,217779.371693122,38485.7777777778,70292.4444444444,54807.0833333333
"ut",2020 Aug,403825.862068966,5808,6100,10091
"va",2020 Aug,307351.294819682,13731.5873015873,17831.2586367881,13564.4761904762
"vt",2020 Aug,308642.785714286,1380,2873,1640
"wa",2020 Aug,421960.41025641,11472,13137,15962
"wi",2020 Aug,238838.333333333,8344,15194,7788
"wv",2020 Aug,150702.418181818,1872,4559,2665
"wy",2020 Aug,345744.913043478,1164,2539,1275
"ak",2020 Sep,265471.324868302,1034.75,2242.25806451613,572.018867924528
"al",2020 Sep,197717,6542,12431,7219
"ar",2020 Sep,159667.28,3774,7269,4720
"az",2020 Sep,326661.4,13608,11564,18704
"ca",2020 Sep,615731.120689655,43380,46953,54816
"co",2020 Sep,470207.4375,11474,15928,16379
"ct",2020 Sep,411350,6340,9046,6275
"dc",2020 Sep,649225,1376,1757,387
"de",2020 Sep,333217.666666667,1932,2359,774
"fl",2020 Sep,296466.358208955,43332,95425,69113
"ga",2020 Sep,237081.136567835,16467.1428571429,27209.1428571429,27506
"hi",2020 Sep,685156.25,1710,5057,2718
"ia",2020 Sep,153280.707070707,4126,9070,7330
"id",2020 Sep,368862.204545455,3446,3387,5624
"il",2020 Sep,134282.950980392,18542,36923,30568
"in",2020 Sep,184204.065217391,9634,9845,8400
"ks",2020 Sep,135212.715619968,3797.73913043478,5302.51111111111,6223.35555555556
"ky",2020 Sep,193191.783333333,4986,7352,9004
"la",2020 Sep,205534.34375,4382,11778,7778
"ma",2020 Sep,800917.857142857,10408,11581,4495
"md",2020 Sep,351606.083333333,10168,10097,3995
"me",2020 Sep,282037.5,2712,4732,1606
"mi",2020 Sep,213500.192771084,15180,22249,16278
"mn",2020 Sep,222700,10904,14117,12761
"mo",2020 Sep,172040.330434783,9666,12895,14798
"ms",2020 Sep,168653.505874399,2726.36363636364,6289.27272727273,4231.18181818182
"mt",2020 Sep,306117.385204082,1717.85714285714,3502,4154
"nc",2020 Sep,295890.04,16794,22799,22392
"nd",2020 Sep,175346.698113208,1020,2721,1351
"ne",2020 Sep,170861.368311037,2454,3338.92307692308,4973.94951923077
"nh",2020 Sep,330774.8,2526,2764,2637
"nj",2020 Sep,405233.523809524,15464,25175,9775
"nm",2020 Sep,266816.287878788,2822.875,5025.4375,4054
"nv",2020 Sep,357211.411764706,6118,10213,2389
"ny",2020 Sep,301321.419354839,22700,52703,37993
"oh",2020 Sep,190724.988636364,15318,16039,22842
"ok",2020 Sep,158991.671052632,5518,8655,8260.5
"or",2020 Sep,405039.416666667,6004,7803,11660
"pa",2020 Sep,206802.985074627,16002,23654,13993
"ri",2020 Sep,568240,1564,1724,2934
"sc",2020 Sep,240659.869565217,9694,16843,14217
"sd",2020 Sep,248019.168267978,1070.98327759197,2755.18227424749,1503.27148275453
"tn",2020 Sep,261983.852631579,10668,13642,14287
"tx",2020 Sep,215995.332892416,35568.6666666667,65794.1666666667,54984.875
"ut",2020 Sep,409348.75862069,5324,5468,10017
"va",2020 Sep,305771.284580499,13659.1865079365,17389.4623015873,13520.505952381
"vt",2020 Sep,309682.142857143,1222,2640,1735
"wa",2020 Sep,416768.205128205,13406,12900,16366
"wi",2020 Sep,234489.430555556,7868,15014,7492
"wv",2020 Sep,149673.690909091,1840,4453,2635
"wy",2020 Sep,351193.652173913,1004,2378,1249
"ak",2020 Oct,272635.175848777,824.5,2024.35698924731,558.584905660377
"al",2020 Oct,195122.194029851,6556,12029,6790
"ar",2020 Oct,159089.32,3592,7020,4434
"az",2020 Oct,330069.6,13612,11799,18053
"ca",2020 Oct,617352.810344828,42276,47772,53454
"co",2020 Oct,470404.484375,10188,14264,15223
"ct",2020 Oct,414700,5620,8955,6033
"dc",2020 Oct,629900,1224,1965,1168
"de",2020 Oct,334633.333333333,1852,2214,3381
"fl",2020 Oct,296155.373134328,44208,93467,68659
"ga",2020 Oct,234721.203953279,15918.2857142857,26378.2857142857,26365
"hi",2020 Oct,689375,1636,4983,2683
"ia",2020 Oct,151801.02020202,4000,8811,6913
"id",2020 Oct,380519.045454545,3246,2925.5,5172
"il",2020 Oct,132693.980392157,16560,36574,28040
"in",2020 Oct,181373.108695652,8736,10026,8260
"ks",2020 Oct,135187.480515298,3641.91304347826,5264.82222222222,5898.31111111111
"ky",2020 Oct,191127.075,4856,7291,8783
"la",2020 Oct,201673.875,4332,10940,7558
"ma",2020 Oct,805253.571428571,9148,11868,4428
"md",2020 Oct,352023.75,9528,10011,14829
"me",2020 Oct,279225,2352,4549,1539
"mi",2020 Oct,211605.987951807,13904,20919,14819
"mn",2020 Oct,215713.597701149,9388,13566,11879
"mo",2020 Oct,166455.87826087,9100,12901,14269
"ms",2020 Oct,172174.675137506,2763.27272727273,6058.95454545455,4108.13636363636
"mt",2020 Oct,300276.214285714,1488,3084,3773
"nc",2020 Oct,296811.28,17032,21914,21714
"nd",2020 Oct,170881.433962264,752,2596,1208
"ne",2020 Oct,168798.912416388,2264,3223.96153846154,4809.97475961538
"nh",2020 Oct,332283,2188,2596,2553
"nj",2020 Oct,404921.380952381,13924,25051,14317
"nm",2020 Oct,261706.303030303,2697,4898.5,3905
"nv",2020 Oct,347708,5768,9892,2123
"ny",2020 Oct,300630.241935484,19628,53078,39185
"oh",2020 Oct,188491,14840,16402,21790
"ok",2020 Oct,157061.578947368,5180,8435,7727
"or",2020 Oct,386793.722222222,5688,7331,10756
"pa",2020 Oct,205118.582089552,14760,23170,24184
"ri",2020 Oct,562610,1420,1720,2935
"sc",2020 Oct,242279.760869565,8992,16059,13885
"sd",2020 Oct,251272.683516762,830.680602006689,2518.80643812709,1472.74828561269
"tn",2020 Oct,259072.368421053,10288,13031,13641
"tx",2020 Oct,220744.901234568,34365.5555555556,62920.8888888889,54203.6666666667
"ut",2020 Oct,398732.551724138,4944,4882,9812
"va",2020 Oct,302591.897959184,12962.7857142857,17113.6071428571,17641.5357142857
"vt",2020 Oct,318653.571428571,956,2487,1637
"wa",2020 Oct,417003.717948718,10220,12091,15910
"wi",2020 Oct,230548.125,6692,14200,6934
"wv",2020 Oct,151119.090909091,1764,4422,2893
"wy",2020 Oct,346262.826086957,800,2203,1125
"ak",2020 Nov,279204.613036148,653.05,1794.45591397849,610.150943396226
"al",2020 Nov,195285.776119403,6002,11693,6412
"ar",2020 Nov,157964.52,3062,6626,4180
"az",2020 Nov,331068.933333333,11416,11123,17547
"ca",2020 Nov,616850.862068966,33396,44491,50471
"co",2020 Nov,483089.21875,7572,12059,13086
"ct",2020 Nov,410756.25,4310,8111,5355
"dc",2020 Nov,599900,978,1939,1163
"de",2020 Nov,331866.666666667,1602,2049,3246
"fl",2020 Nov,299177.746268657,39652,91362,66551
"ga",2020 Nov,229553.221024259,13457.4285714286,24672.4285714286,25647
"hi",2020 Nov,705468.75,1640,4851,2836
"ia",2020 Nov,152514.666666667,3080,8266,6240
"id",2020 Nov,394346.590909091,2290,2359,4703
"il",2020 Nov,131678.254901961,12444,33885,24778
"in",2020 Nov,183184.293478261,6912,9623,7334
"ks",2020 Nov,135253.826363009,2886.08695652174,5040.13333333333,5629.26666666667
"ky",2020 Nov,185848.825,4006,7139,8222
"la",2020 Nov,199587.46875,4014,10553,7281
"ma",2020 Nov,795269,6878,10573,8462
"md",2020 Nov,348391.208333333,7528,9352,14056
"me",2020 Nov,285287.1875,1660,4112,1373
"mi",2020 Nov,207020.698795181,10414,18953,12642
"mn",2020 Nov,214663.390804598,5844,11607,10221
"mo",2020 Nov,169893.886956522,7082,12306,13164
"ms",2020 Nov,171625.051717687,2434.18181818182,5849.63636363636,3779.09090909091
"mt",2020 Nov,303939.058673469,1006.28571428571,2705,3209
"nc",2020 Nov,294747.57,13336,20569,22638
"nd",2020 Nov,169383.188679245,610,2468,1060
"ne",2020 Nov,255002.887681159,1744,3132.33333333333,4433.83333333333
"nh",2020 Nov,331032.4,1650,2184,2260
"nj",2020 Nov,403730.714285714,10750,23115,13165
"nm",2020 Nov,265285.712121212,2025.125,4759.5625,3563
"nv",2020 Nov,339014.588235294,4852,9325,1964
"ny",2020 Nov,298466.241935484,15182,50278,37260
"oh",2020 Nov,181483.829545455,11180,15900,19873
"ok",2020 Nov,152493.973684211,4654,8173,7269
"or",2020 Nov,393249.666666667,4402,6337,10213
"pa",2020 Nov,204294.074626866,11430,21772,21907
"ri",2020 Nov,565410,1192,1629,2752
"sc",2020 Nov,239429.97826087,8056,15326,13370
"sd",2020 Nov,250498.713917062,712.377926421405,2166.43060200669,1429.22508847085
"tn",2020 Nov,255753.2,9090,12501,12860
"tx",2020 Nov,218963.586985392,30535.1111111111,59324.4444444444,51896.6666666667
"ut",2020 Nov,419921.482758621,3788,4139,9042
"va",2020 Nov,299280.829215897,10566.6071428571,16416.6964285714,16433.5654761905
"vt",2020 Nov,320442.428571429,638,2160,1358
"wa",2020 Nov,426359.974358974,7072,8701,15690
"wi",2020 Nov,230231.180555556,4610,12538,5774
"wv",2020 Nov,151563.181818182,1352,4101,2688
"wy",2020 Nov,353089.565217391,662,2010,1032
"ak",2020 Dec,289904.084706277,467.6,1570.55483870968,573.716981132075
"al",2020 Dec,195612.179104478,6114,11111,5670
"ar",2020 Dec,157951.213333333,2492,6261,3592
"az",2020 Dec,322905.266666667,9078,9526,15545
"ca",2020 Dec,615484.724137931,26326,36857,44641
"co",2020 Dec,493585.34375,6098,10078,10939
"ct",2020 Dec,418225,3088,7045,4333
"dc",2020 Dec,606000,704,1717,1053
"de",2020 Dec,329190,1264,1880,2847
"fl",2020 Dec,299780.582089552,35934,86788,62568
"ga",2020 Dec,234539.414195867,11324.5714285714,22482.5714285714,23227
"hi",2020 Dec,711562.5,1478,4829,3522
"ia",2020 Dec,151329.151515152,2308,7449,5468
"id",2020 Dec,406876.863636364,2080,1970,4006
"il",2020 Dec,129735.980392157,9658,29449,21113
"in",2020 Dec,178364.347826087,5338,8551,6054
"ks",2020 Dec,130928.286496434,2330.26086956522,4584.44444444444,5050.22222222222
"ky",2020 Dec,186093.183333333,3230,6747,7194
"la",2020 Dec,200215.5625,3492,10072,6619
"ma",2020 Dec,819517.571428571,4122,8305,5595
"md",2020 Dec,345459.958333333,5792,8081,11974
"me",2020 Dec,291876.25,1132,3596,1125
"mi",2020 Dec,206832.807228916,8428,16710,10299
"mn",2020 Dec,214376.379310345,4582,9460,8000
"mo",2020 Dec,166319.643478261,5710,11167,11433
"ms",2020 Dec,169348.891712502,2819.09090909091,5561.31818181818,3357.04545454545
"mt",2020 Dec,326050.885204082,910.571428571429,2411,2777
"nc",2020 Dec,293620.13,10870,18599,20115
"nd",2020 Dec,169770.528301887,508,2305,901.5
"ne",2020 Dec,173334.859601449,1538.4,2868.76666666667,3986.80729166667
"nh",2020 Dec,327841.3,1078,1800,1695
"nj",2020 Dec,402597.380952381,7638,20111,11453
"nm",2020 Dec,264314.515151515,1831.25,4446.625,3181
"nv",2020 Dec,345293.529411765,4152,8289,1658
"ny",2020 Dec,296287.129032258,12710,45866,33756
"oh",2020 Dec,180700.988636364,8294,14055,16682
"ok",2020 Dec,149784.236842105,4270,7501,6775
"or",2020 Dec,393923.361111111,3638,5214,8542
"pa",2020 Dec,203500.671641791,7950,19580,18424
"ri",2020 Dec,564900,826,1408,2322
"sc",2020 Dec,238969.673913043,6934,14263,12127
"sd",2020 Dec,250457.579913583,516.658584169454,1868.05476588629,1322.01520301732
"tn",2020 Dec,259847.568421053,7206,11337,11733
"tx",2020 Dec,218769.289065958,26298.6666666667,54111.5,47342.3333333333
"ut",2020 Dec,450878,3104,3520,7996
"va",2020 Dec,297425.86197637,8029.92857142857,14405.7857142857,14374.5952380952
"vt",2020 Dec,318497.5,452,1924,1040
"wa",2020 Dec,417894.487179487,5666,6836,13163
"wi",2020 Dec,228911.930555556,3382,10463,4570
"wv",2020 Dec,153588.690909091,1014,3799,2343
"wy",2020 Dec,369518.260869565,556,1819,845
"ak",2021 Jan,297714.659824683,742.4,1321.65376344086,567.283018867925
"al",2021 Jan,192972.850746269,6588,9888,5383
"ar",2021 Jan,158645.453333333,3024,5537,3442
"az",2021 Jan,332153,11380,8079,13904
"ca",2021 Jan,617023.586206897,32508,30998,37992
"co",2021 Jan,492645.984375,7750,8391,9439
"ct",2021 Jan,421612.5,3492,5749,3592
"dc",2021 Jan,588450,952,1476,943
"de",2021 Jan,331263.333333333,1316,1598,2497
"fl",2021 Jan,301805.910447761,41648,77515,60897
"ga",2021 Jan,243491.443845463,13327.7142857143,19613.2142857143,21968
"hi",2021 Jan,701312.5,1480,4529,4117
"ia",2021 Jan,149024.191919192,2712,6468,4845
"id",2021 Jan,433975.545454545,2020,1620,3694
"il",2021 Jan,127425.617647059,12772,25377,19037
"in",2021 Jan,176082.608695652,5604,7407,5139
"ks",2021 Jan,129641.775201288,2554.4347826087,3941.55555555556,4698.77777777778
"ky",2021 Jan,187621.025,3608,5907,6571
"la",2021 Jan,203613.109375,4100,9362,6232
"ma",2021 Jan,831140.785714286,5212,6509,2447
"md",2021 Jan,345718.125,6508,6935,10451
"me",2021 Jan,293721.875,1172,3002,950
"mi",2021 Jan,205729.831325301,8548,13988,8708
"mn",2021 Jan,216816,5048,7582,6646
"mo",2021 Jan,164505.182608696,6292,9518,10354
"ms",2021 Jan,168946.158536585,2680,5081,3107
"mt",2021 Jan,339183.086734694,992.857142857143,2044,2563
"nc",2021 Jan,296832.61,12488,15922,18552
"nd",2021 Jan,170949.471698113,644,1952,839
"ne",2021 Jan,176506,1538.13333333333,2476.03333333333,3684.78125
"nh",2021 Jan,327680,1140,1406,1331
"nj",2021 Jan,400892.523809524,9596,16941,10074
"nm",2021 Jan,264479.924242424,2041.375,3992.6875,2930
"nv",2021 Jan,348828.823529412,4512,7089,1455
"ny",2021 Jan,300203.903225806,14500,39884,28423
"oh",2021 Jan,181087.5,9124,11934,14235
"ok",2021 Jan,150231.710526316,4728,6475,6366
"or",2021 Jan,409185.083333333,4448,4397,7566
"pa",2021 Jan,204741.582089552,9632,17021,15812
"ri",2021 Jan,590070,904,1169,1985
"sc",2021 Jan,242130.956521739,8228,12700,11393
"sd",2021 Jan,250905.809546467,635.272575250836,1684.76226309922,1235.80531756379
"tn",2021 Jan,259515.189473684,8356,9779,10663
"tx",2021 Jan,218205.226206286,30128.2222222222,47466.5555555556,42919
"ut",2021 Jan,463454.896551724,3496,2832,7179
"va",2021 Jan,296632.413533835,9425.25,12390.875,12916.625
"vt",2021 Jan,307971.428571429,568,1686,878
"wa",2021 Jan,425933.461538462,6912,5498,11122
"wi",2021 Jan,235575.041666667,3928,8567,3913
"wv",2021 Jan,151812.872727273,1188,3386,2119
"wy",2021 Jan,409776.956521739,776,1576,792
"ak",2021 Feb,295875.786667226,835.2,1229.75268817204,578.849056603774
"al",2021 Feb,192670.194029851,8926,8666,5376
"ar",2021 Feb,160801.866666667,2932,4867,3843
"az",2021 Feb,340818.333333333,11568,6664,16564
"ca",2021 Feb,624622.137931034,36450,29369,43272
"co",2021 Feb,497814.046875,8774,7895,11452
"ct",2021 Feb,439714.125,3614,4867,3801
"dc",2021 Feb,564250,930,1445,1186
"de",2021 Feb,336037.666666667,1292,1434,2631
"fl",2021 Feb,306998.074626866,43740,66225,75681
"ga",2021 Feb,244415.607666966,15067.5238095238,16931.1904761905,25806.3333333333
"hi",2021 Feb,693062.5,1702,3738,3012
"ia",2021 Feb,152004.060606061,2998,6005,5627
"id",2021 Feb,470950.022727273,2618,1505,4086
"il",2021 Feb,129335.470588235,13750,22620,23582
"in",2021 Feb,180204.413043478,5524,5791,5973
"ks",2021 Feb,134323.340096618,2536.60869565217,3351.66666666667,5278.33333333333
"ky",2021 Feb,191656.083333333,3494,5053,7327
"la",2021 Feb,207414.875,4532,8490,7245
"ma",2021 Feb,853198.928571429,5564,5825,2669
"md",2021 Feb,347348.75,6786,5954,11389
"me",2021 Feb,301818.8125,1338,2529,874
"mi",2021 Feb,214813.469879518,8926,11675,9187
"mn",2021 Feb,223021.126436782,6298,6906,7723
"mo",2021 Feb,166582.747826087,6214,7928,11521
"ms",2021 Feb,169399.451219512,3210,4591,3621
"mt",2021 Feb,352530.00255102,1095.14285714286,1767,2849
"nc",2021 Feb,302077.79,13910,13580,20998
"nd",2021 Feb,173054.490566038,630.4,1754.9,1132
"ne",2021 Feb,183415.759963768,1611.86666666667,2164.96666666667,3968.08854166667
"nh",2021 Feb,343635,1276,1240,1267
"nj",2021 Feb,406588.714285714,10026,15148,12132
"nm",2021 Feb,262325,2313.5,3786.75,3340
"nv",2021 Feb,339562.470588235,5264,6235,1544
"ny",2021 Feb,305644.548387097,14056,37806,23738
"oh",2021 Feb,186834.227272727,9584,9636,16120
"ok",2021 Feb,155800.513157895,4938,5683,5766
"or",2021 Feb,406643.166666667,4735,4067,8237
"pa",2021 Feb,208036.059701493,9670,14690,17561
"ri",2021 Feb,582680,876,993,2072
"sc",2021 Feb,251193.326086957,9254,10959,13646
"sd",2021 Feb,259834.027815716,709.636566332219,1601.59476031215,1327.78293211026
"tn",2021 Feb,265980.515789474,8728,8153,12118
"tx",2021 Feb,223961.102257636,30727.3333333333,41282.6666666667,51233
"ut",2021 Feb,487115.75862069,3892,2449,7686
"va",2021 Feb,303786.050125313,10246.6666666667,11145.9166666667,14678.25
"vt",2021 Feb,319130.357142857,692,1467,946
"wa",2021 Feb,425919.205128205,7346,5000,12466
"wi",2021 Feb,235175.527777778,4398,7965,4472
"wv",2021 Feb,147885.109090909,1122,3005,2288
"wy",2021 Feb,437502.173913043,764,1444,934
"ak",2021 Mar,298377.73124376,978.571428571429,1173.35161290323,574.415094339623
"al",2021 Mar,198791.507462687,7304,8031,7267
"ar",2021 Mar,161272.173333333,3578,4574,3965
"az",2021 Mar,360696.466666667,13120,6433,16977
"ca",2021 Mar,636207.362068966,41298,29500,46736
"co",2021 Mar,515465.96875,10262,7793.33333333333,12101
"ct",2021 Mar,441090.625,5340,4858,4312
"dc",2021 Mar,554575,1212,1499,1224
"de",2021 Mar,352425,1494,1361,2807
"fl",2021 Mar,314340.955223881,47562,56301,81715
"ga",2021 Mar,250524.236897275,16943.3333333333,15801.6666666667,27324.6666666667
"hi",2021 Mar,723562.5,1808,3379,3250
"ia",2021 Mar,157794.141414141,4002,5760,6413
"id",2021 Mar,493999.068181818,3266,1678,4352
"il",2021 Mar,131865.303921569,18704,21640,27032
"in",2021 Mar,189442.076086957,7558,5432,6179
"ks",2021 Mar,133962.562134806,3764.78260869565,3174.77777777778,5722.88888888889
"ky",2021 Mar,202546.058333333,4780,4736,7620.5
"la",2021 Mar,211670.21875,5026,7915,7698
"ma",2021 Mar,904644.642857143,8072,6240,2981
"md",2021 Mar,350421.375,9416,6254,12119
"me",2021 Mar,312507.6875,1686,2289,933
"mi",2021 Mar,226601.86746988,11856,11107,9787
"mn",2021 Mar,231673.206896552,8850,7061,9261
"mo",2021 Mar,172513.130434783,8840,7669,12249
