"state","month_date","median_listing_price","new_listing_count","active_listing_count","pending_listing_count"
"az",2017 May,260071.6,14642,28425,9172
"ca",2017 May,521428.120689655,48826,66219,37307
"co",2017 May,365080.828125,13718.3272727273,18786.7181818182,6666
"ct",2017 May,351421.875,7600,19306,5626
"dc",2017 May,609499,1292,1415,510
"de",2017 May,271460,2026,6173,2012
"fl",2017 May,257204.52238806,46568,140715,60020
"ga",2017 May,183935.157232704,20394,50298,18736
"hi",2017 May,722643.75,1934,5667,728
"ia",2017 May,140382.080808081,5284,12606,4926
"id",2017 May,237243.113636364,4804,8672,705
"il",2017 May,132134.637254902,23106,51561,31515
"in",2017 May,144357.619565217,10974,20349,8020
"ks",2017 May,114779.925742574,4610.25,9796.8125,2516
"ky",2017 May,154926.85,6120,14398,8097
"la",2017 May,190507.0625,5652,17108,4859
"ma",2017 May,694178.5,11860,16955,3622
"md",2017 May,308577.791666667,11850,22951,5665
"me",2017 May,230615.625,3818,9963,1125
"mi",2017 May,171795.975903614,19228,36978,2570
"mn",2017 May,190984.540229885,13162,19489,15063
"mo",2017 May,132590.643478261,10910,24891,11190
"ms",2017 May,142572.849593496,3320,12143,2386
"mt",2017 May,260593.267857143,2336,6830,2181
"nc",2017 May,235982.74,19156,52463,17832
"nd",2017 May,148299.725490196,1273,3295.5,977
"ne",2017 May,143619.416598217,2712.86666666667,4305.95687645688,4739.66666666667
"nh",2017 May,273530,3464,6610,3174
"nj",2017 May,330963.571428571,17394,46891,8857
"nm",2017 May,193324.181818182,3578,10322,1373
"nv",2017 May,251250,6072,9169,9157
"ny",2017 May,266793.322580645,23642,63642,15705
"oh",2017 May,148405.75,17720,33327,22479
"ok",2017 May,137307.342105263,6446,17851,3652
"or",2017 May,327797.583333333,9270,13609,1663
"pa",2017 May,167357.358208955,20988,50471,22334
"ri",2017 May,427564.8,1982,3414,1179
"sc",2017 May,205230.782608696,9812,30372,9608
"sd",2017 May,168599.561923907,1366.14545454545,3595.12252252252,1310
"tn",2017 May,203022.610526316,12138,28520,10050
"tx",2017 May,213628.884082717,44038,94294.6666666667,44686.7142857143
"ut",2017 May,310430.344827586,6662,9932,7600
"va",2017 May,259278.348837209,16780,39460,12580
"vt",2017 May,249490.714285714,1612,6018,936
"wa",2017 May,325524.307692308,14120,14270,2771
"wi",2017 May,190379.097222222,10570,29853,3853
"wv",2017 May,140167.4,2320,8785,1526
"wy",2017 May,283977.173913043,1286,4011,772
"ak",2017 Jun,279952.454362087,1479.75476190476,3420.89642857143,696
"al",2017 Jun,160998.47761194,7546,26447,2754
"ar",2017 Jun,131579.36,4436,15952,3518
"az",2017 Jun,260267.466666667,13216,27531,8652
"ca",2017 Jun,523958.844827586,46840,69028,36748
"co",2017 Jun,365622.734375,14522.3636363636,20774.9090909091,6451
"ct",2017 Jun,353909.375,6388,20029,5603
"dc",2017 Jun,622223,1206,1535,491
"de",2017 Jun,271481,1918,6152,2035
"fl",2017 Jun,258309.059701493,42456,136334,57368
"ga",2017 Jun,186408.194968553,19100,51259,17641
"hi",2017 Jun,725680.5,1954,5650,706
"ia",2017 Jun,140902.636363636,5130,12849,4763
"id",2017 Jun,233170.181818182,4640,9541,716
"il",2017 Jun,131539.950980392,21830,53620,30484
"in",2017 Jun,146154.173913043,10840,21286,7705
"ks",2017 Jun,116367.089108911,4689.5,10166.125,2472
"ky",2017 Jun,156178.508333333,6246,15231,7858
"la",2017 Jun,191386.71875,5222,17393,4639
"ma",2017 Jun,687843.571428571,11514,18213,3491
"md",2017 Jun,308747.083333333,10810,23358,5486
"me",2017 Jun,232500,3534,10963,1269
"mi",2017 Jun,173035.927710843,19456,40414,2957
"mn",2017 Jun,189997.057471264,12144,20703,14620
"mo",2017 Jun,137550.130434783,10716,25694,10803
"ms",2017 Jun,145704.195121951,3116,12163,2313
"mt",2017 Jun,249744.857142857,2408,7360,1876
"nc",2017 Jun,233437.41,18044,54462,17518
"nd",2017 Jun,150026.355769231,1197.5,3597.75,1000
"ne",2017 Jun,144462.872131572,2608.3,4523.35955710956,4485.33333333333
"nh",2017 Jun,276474.8,3176,7139,3455
"nj",2017 Jun,334572.666666667,15912,47482,7804
"nm",2017 Jun,199607.424242424,3376,10790,1355
"nv",2017 Jun,249389.705882353,5950,9018,9016
"ny",2017 Jun,269861.467741935,21548,66054,15631
"oh",2017 Jun,150104.170454545,17644,34850,21989
"ok",2017 Jun,139244.644736842,6490,18463,3598
"or",2017 Jun,315887.25,8748,15005,1732
"pa",2017 Jun,168146.597014925,18846,51887,21716
"ri",2017 Jun,443335,1822,3596,1259
"sc",2017 Jun,208732.304347826,9718,29993,10312
"sd",2017 Jun,175278.104055466,1296.90909090909,3826.88288288288,1339
"tn",2017 Jun,205508.852631579,11708,28936,9863
"tx",2017 Jun,222444.567539366,41304,99022.8333333333,43574.6571428571
"ut",2017 Jun,313651.068965517,6698,10707,8103
"va",2017 Jun,257083.449612403,14880,40215,12220
"vt",2017 Jun,253258.928571429,1468,6337,984
"wa",2017 Jun,332407.307692308,13914,16168,2862
"wi",2017 Jun,192509.416666667,9872,31296,3767
"wv",2017 Jun,141336.6,2066,9007,1529
"wy",2017 Jun,297706.52173913,1412,4358,729
"ak",2017 Jul,281214.540606661,1389.23214285714,3736.48908730159,696
"al",2017 Jul,161235.402985075,7276,26517,2626
"ar",2017 Jul,131139.853333333,4788,15681,3336
"az",2017 Jul,259216.666666667,12816,26836,8014
"ca",2017 Jul,522859.931034483,44492,71382,35272
"co",2017 Jul,372335.171875,12912,22510,6673
"ct",2017 Jul,352187.5,5372,20179,5145
"dc",2017 Jul,599900,852,1474,475
"de",2017 Jul,275228.666666667,1724,6132,1866
"fl",2017 Jul,258015.059701493,42016,133798,54261
"ga",2017 Jul,187110.666666667,18596,52232,16801
"hi",2017 Jul,722750,1864,5658,697
"ia",2017 Jul,138869.141414141,4824,13158,4486
"id",2017 Jul,235188.409090909,4520,10166,677
"il",2017 Jul,130089.911764706,19864,55860,27456
"in",2017 Jul,146555.684782609,10288,22832,6840
"ks",2017 Jul,118489.1875,4224.91,10400.4375,2328
"ky",2017 Jul,155030.233333333,5960,15619,7712
"la",2017 Jul,188154.484375,5616,17883,4320
"ma",2017 Jul,678753.571428571,8664,18113,3099
"md",2017 Jul,308818.958333333,10272,23668,5006
"me",2017 Jul,233144.5625,3112,11461,1318
"mi",2017 Jul,173048.626506024,19144,42802,3090
"mn",2017 Jul,189599.402298851,10888,21409,13202
"mo",2017 Jul,136974.530434783,10236,26657,10256
"ms",2017 Jul,146444.62601626,3188,12294,2194
"mt",2017 Jul,247335.714285714,2096,7660,2079
"nc",2017 Jul,234390.82,17228,54798,16392
"nd",2017 Jul,147782.576923077,1086,3814,1064
"ne",2017 Jul,150262.895492786,2502.73333333333,4746.4289044289,4286.5
"nh",2017 Jul,274250,2772,7521,3178
"nj",2017 Jul,334502.380952381,14408,47071,7220
"nm",2017 Jul,193239.393939394,3304,11205,1428
"nv",2017 Jul,254363.529411765,5588,9145,8399
"ny",2017 Jul,268148.032258065,19160,66856,15402
"oh",2017 Jul,150781.159090909,17024,36498,20933
"ok",2017 Jul,138177.697368421,6404,19259,3400
"or",2017 Jul,326370.527777778,8460,15729,2710
"pa",2017 Jul,168473.925373134,17864,52971,20031
"ri",2017 Jul,434755,1676,3694,1158
"sc",2017 Jul,205573.217391304,9156,29537,10159
"sd",2017 Jul,184741.409569816,1195.27272727273,3888.24324324324,1312
"tn",2017 Jul,208332.094736842,11700,29353,9500
"tx",2017 Jul,225343.565737052,40532.5,103684.75,42446.6
"ut",2017 Jul,312691.586206897,5868,11451,7861
"va",2017 Jul,264875.178294574,13900,40679,10894
"vt",2017 Jul,255307.142857143,1288,6591,942
"wa",2017 Jul,333368.564102564,13804,17879,2913
"wi",2017 Jul,193942.986111111,8760,31474,3438
"wv",2017 Jul,140840.436363636,1960,9221,1514
"wy",2017 Jul,308950,1292,4606,733
"ak",2017 Aug,279526.914207557,1329.04285714286,3964.74841269841,696
"al",2017 Aug,160137.582089552,7254,26412,2602
"ar",2017 Aug,130125.426666667,4382,16129,3435
"az",2017 Aug,259405.866666667,12684,26350,7724
"ca",2017 Aug,516671.24137931,44558,71586,34256
"co",2017 Aug,382642.0859375,11860,22918,6532
"ct",2017 Aug,342603.125,6330,19790,3547
"dc",2017 Aug,587000,816,1277,390
"de",2017 Aug,275800,1590,5929,1818
"fl",2017 Aug,258836.149253731,42240,132566,52116
"ga",2017 Aug,186502.320754717,17482,51643,16357
"hi",2017 Aug,718875,1924,5564,666
"ia",2017 Aug,137035.434343434,4508,13344,4299
"id",2017 Aug,239315.818181818,4292,10539,666
"il",2017 Aug,129631.647058824,18958,56929,24361
"in",2017 Aug,146524.413043478,10482,23994,6652
"ks",2017 Aug,117675.451923077,4112.32,10474.75,2302
"ky",2017 Aug,155838.75,5564,15941,7415
"la",2017 Aug,187215.46875,5060,18179,4323
"ma",2017 Aug,653516.071428571,8492,17991,2850
"md",2017 Aug,307045.875,9998,23583,4609
"me",2017 Aug,230893.75,2908,11723,1400
"mi",2017 Aug,170329.180722892,18570,44632,3058
"mn",2017 Aug,188263.701149425,10224,21897,12297
"mo",2017 Aug,139440.591304348,9272,26901,9957
"ms",2017 Aug,144219.910569106,2954,12411,2081
"mt",2017 Aug,247145.964285714,1908,7905,2177
"nc",2017 Aug,239831.59,16270,51998,16223
"nd",2017 Aug,149080.836538462,1056.5,3921.25,1087
"ne",2017 Aug,148756.360672295,2345.16666666667,4918.99825174825,4045
"nh",2017 Aug,273784.5,2688,7719,3047
"nj",2017 Aug,328446.333333333,14098,46433,6136
"nm",2017 Aug,196976.272727273,3144,11252,1486
"nv",2017 Aug,255068.705882353,5554,9192,7948
"ny",2017 Aug,267266.35483871,17670,65855,14095
"oh",2017 Aug,151538.909090909,16104,37253,19942
"ok",2017 Aug,138575.789473684,5964,19168,907
"or",2017 Aug,320129.722222222,8268,16461,2692
"pa",2017 Aug,166970.194029851,17058,53291,18770
"ri",2017 Aug,431275,1698,3774,1148
"sc",2017 Aug,205183,8506,29255,9626
"sd",2017 Aug,158074.013606665,1195.63636363636,4075.27027027027,1294
"tn",2017 Aug,208329.421052632,11050,29054,9364
"tx",2017 Aug,218087.978941377,37179.2,105183.5,40797.8428571429
"ut",2017 Aug,312486.724137931,6260,11853,7857
"va",2017 Aug,265444.046511628,13342,40431,9953
"vt",2017 Aug,257208.928571429,1168,6645,944
"wa",2017 Aug,327885.897435897,12836,19062,3134
"wi",2017 Aug,192567.513888889,8344,31225,3454
"wv",2017 Aug,140510.054545455,2126,9367,1446
"wy",2017 Aug,302358.695652174,1120,4732,715
"ak",2017 Sep,279354.805049832,1146.85357142857,3895.00773809524,673
"al",2017 Sep,159715.149253731,6158,26088,2450
"ar",2017 Sep,132011.24,3860,16022,3192
"az",2017 Sep,273000.4,12984,26472,7306
"ca",2017 Sep,518265.413793103,40044,71112,31584
"co",2017 Sep,395539.796875,10332,22383,6109
"ct",2017 Sep,343331.25,5372,19642,3190
"dc",2017 Sep,625000,1120,1526,387
"de",2017 Sep,274789.666666667,1696,5914,1635
"fl",2017 Sep,259882,33932,128596,49437
"ga",2017 Sep,185038.339622642,14980,50415,15328
"hi",2017 Sep,718125,1784,5414,683
"ia",2017 Sep,137939.121212121,4180,13379,3932
"id",2017 Sep,236077.954545455,3684,10346,670
"il",2017 Sep,129705.333333333,18292,56428,21812
"in",2017 Sep,145434.47826087,9108,24633,6239
"ks",2017 Sep,116445.5,4056.48,10615.8125,2266
"ky",2017 Sep,156033.716666667,4988,15903,6881
"la",2017 Sep,188644.671875,4832,18260,3095
"ma",2017 Sep,648052.714285714,9024,18793,2850
"md",2017 Sep,306924.791666667,9312,23784,4408
"me",2017 Sep,228534.375,2628,11568,1387
"mi",2017 Sep,169022.578313253,15492,44292,2839
"mn",2017 Sep,187733.310344828,8912,21475,10895
"mo",2017 Sep,137111.756521739,8884,26693,9100
"ms",2017 Sep,142318.524390244,2676,12068,2042
"mt",2017 Sep,242909.821428571,1560,7762,2086
"nc",2017 Sep,241113.84,14524,51669,15266
"nd",2017 Sep,151418.576923077,903,3967.5,1020
"ne",2017 Sep,150206.814862793,2152.6,4969.5675990676,3761
"nh",2017 Sep,276135,2456,8364,2871
"nj",2017 Sep,327785.714285714,13804,45734,5771
"nm",2017 Sep,198860.909090909,2784,11014,1398
"nv",2017 Sep,256173.352941176,5004,9012,7637
"ny",2017 Sep,266045.983870968,19876,65456,13594
"oh",2017 Sep,150264.829545455,14596,37295,18537
"ok",2017 Sep,140071.789473684,5544,19054,779
"or",2017 Sep,316547.166666667,7128,16484,2523
"pa",2017 Sep,166726.343283582,16264,53356,17440
"ri",2017 Sep,430730,1412,3761,2594
"sc",2017 Sep,206770.934782609,7800,28892,9056
"sd",2017 Sep,172402.072802742,1028,4010.2972972973,1366
"tn",2017 Sep,208725.6,10412,28741,8958
"tx",2017 Sep,216929.571428571,31253.9,100817.25,37256.0857142857
"ut",2017 Sep,320163.793103448,5260,11947,7534
"va",2017 Sep,263747.255813953,11896,39856,9341
"vt",2017 Sep,259859.071428571,1096,6967,946
"wa",2017 Sep,328629.974358974,12972,19310,9027
"wi",2017 Sep,192720.666666667,7144,30151,3255
"wv",2017 Sep,140367.909090909,1808,9327,1452
"wy",2017 Sep,291402.173913043,1020,4747,671
"ak",2017 Oct,283893.213133487,823.664285714286,3676.26706349206,673
"al",2017 Oct,158547.791044776,6226,25617,2426
"ar",2017 Oct,131874.32,3676,15713,3118
"az",2017 Oct,280132.6,13242,27747,7083
"ca",2017 Oct,520815.120689655,37712,69009,31125
"co",2017 Oct,391562.484375,9272,20928,5773
"ct",2017 Oct,341105.625,4778,19299,3172
"dc",2017 Oct,623141,1114,1626,428
"de",2017 Oct,273640,2600,6038,1427
"fl",2017 Oct,259337.373134328,41994,129492,44733
"ga",2017 Oct,185563.075471698,15592,49318,14330
"hi",2017 Oct,713111,1908,5396,646
"ia",2017 Oct,137176.191919192,3710,13148,3704
"id",2017 Oct,240942.840909091,2924,9835,626
"il",2017 Oct,128646.715686275,15184,56146,20624
"in",2017 Oct,144402.380434783,8282,24198,5854
"ks",2017 Oct,121185.907967033,3515.30666666667,10701.0178571429,2066
"ky",2017 Oct,154926.966666667,4890,15833,6392
"la",2017 Oct,187088.171875,4872,18442,2494
"ma",2017 Oct,651019.642857143,8078,18575,2919
"md",2017 Oct,305473.666666667,9524,23659,4290
"me",2017 Oct,228276.5625,2260,11000,1303
"mi",2017 Oct,169156.626506024,14184,42123,2608
"mn",2017 Oct,188124.551724138,7644,20319,10300
"mo",2017 Oct,135871.973913043,8250,26174,8823
"ms",2017 Oct,140006.455284553,2634,11894,1969
"mt",2017 Oct,245897.232993197,1376.28571428571,7318.33333333333,1992
"nc",2017 Oct,241668.66,13954,50670,14679
"nd",2017 Oct,149446.572802198,797.642857142857,3894.75,861
"ne",2017 Oct,149022.95909341,2113.03333333333,5005.74805749806,3625
"nh",2017 Oct,276907.3,2104,7661,2734
"nj",2017 Oct,327968.238095238,14054,45074,5143
"nm",2017 Oct,205735.636363636,2662,10730,1335
"nv",2017 Oct,304253.705882353,4854,8957,7039
"ny",2017 Oct,266246.306451613,16574,64551,13733
"oh",2017 Oct,149096.625,13588,36624,17379
"ok",2017 Oct,136764.065789474,5208,18791,902
"or",2017 Oct,319035.694444444,6168,15648,2314
"pa",2017 Oct,166065.925373134,18638,53209,15881
"ri",2017 Oct,429592.6,1310,3697,2497
"sc",2017 Oct,209946.608695652,8124,28659,8725
"sd",2017 Oct,171103.722112103,988,3926.32432432432,1287
"tn",2017 Oct,207589.589473684,10070,28624,8654
"tx",2017 Oct,209838.571995465,32236.6,98150,36602.3285714286
"ut",2017 Oct,319022.206896552,4842,11599,7140
"va",2017 Oct,263838.03875969,11746,38871,9258
"vt",2017 Oct,262466.071428571,868,6535,853
"wa",2017 Oct,327191.128205128,11878,18341,8873
"wi",2017 Oct,191034.861111111,6182,28544,2974
"wv",2017 Oct,140728.981818182,1812,9174,1348
"wy",2017 Oct,290540.47826087,814,4521,634
"ak",2017 Nov,281670.069493003,691.808333333333,3452.52638888889,673
"al",2017 Nov,159782.910447761,5480,24819,2420
"ar",2017 Nov,131457.466666667,3218,15309,2957
"az",2017 Nov,275821.666666667,12144,27792,6982
"ca",2017 Nov,525492.172413793,33196,64594,29669
"co",2017 Nov,387208.828125,7446,18629,5153
"ct",2017 Nov,336934.375,3870,18144,3040
"dc",2017 Nov,607500,876,1669,415
"de",2017 Nov,271091,1334,5784,39
"fl",2017 Nov,261620.641791045,41940,131406,46735
"ga",2017 Nov,185982.490566038,14174,47640,14091
"hi",2017 Nov,712981,1856,5338,652
"ia",2017 Nov,136268.95959596,3000,12566,3337
"id",2017 Nov,242268.431818182,2528,8740,544
"il",2017 Nov,126789.558823529,12648,52245,19392
"in",2017 Nov,143563.467391304,7098,22409,5591
"ks",2017 Nov,114820.883241758,2964.13333333333,10300.2232142857,2223
"ky",2017 Nov,154111.4,3968,15354,6074
"la",2017 Nov,185548.453125,4570,18372,2553
"ma",2017 Nov,672503.571428571,6378,16975,2610
"md",2017 Nov,302373.291666667,7854,23356,4234
"me",2017 Nov,227039.0625,1492,10171,1148
"mi",2017 Nov,168743.879518072,11270,38807,2353
"mn",2017 Nov,187720.022988506,5454,17734,9179
"mo",2017 Nov,134109.32173913,7028,25067,8195
"ms",2017 Nov,141360.508130081,2474,11742,1888
"mt",2017 Nov,239053.269557823,996.571428571429,6826.66666666667,1873
"nc",2017 Nov,241630.42,12240,48621,13847
"nd",2017 Nov,151112.991758242,562.285714285714,3654,896
"ne",2017 Nov,150377.993433917,1729.46666666667,4874.92851592852,3485
"nh",2017 Nov,271532.5,1466,6577,2324
"nj",2017 Nov,324710.666666667,11560,42821,906
"nm",2017 Nov,207436.242424242,2292,10259,1341
"nv",2017 Nov,355471.647058824,4264,8504,6596
"ny",2017 Nov,265608,13732,61035,13252
"oh",2017 Nov,146966.613636364,10984,34704,16075
"ok",2017 Nov,136692.421052632,4708,18334,782
"or",2017 Nov,321735.416666667,5232,14018,2140
"pa",2017 Nov,164671.671641791,13870,50230,6322
"ri",2017 Nov,424320,1058,3492,2312
"sc",2017 Nov,211294.413043478,7420,28201,8662
"sd",2017 Nov,160091.639181027,744,3664.35135135135,1269
"tn",2017 Nov,205708.905263158,9114,28047,8233
"tx",2017 Nov,203398.60260771,28772.8,94996,35247.2714285714
"ut",2017 Nov,321635.068965517,4240,10837,6684
"va",2017 Nov,263650.023255814,9194,36809,9029
"vt",2017 Nov,259110.714285714,666,5830,764
"wa",2017 Nov,326773.435897436,9582,16000,8228
"wi",2017 Nov,189905.847222222,4496,25612,2588
"wv",2017 Nov,139619.709090909,1422,8877,1204
"wy",2017 Nov,292287.086956522,686,4053,587
"ak",2017 Dec,281872.443093899,477.952380952381,3041.78571428571,673
"al",2017 Dec,158940.298507463,4524,23707,2139
"ar",2017 Dec,127516.68,2756,14743,2615
"az",2017 Dec,258921.333333333,9588,26293,6180
"ca",2017 Dec,528299.603448276,23968,55904,25652
"co",2017 Dec,397194.765625,5768,15935,4531.7
"ct",2017 Dec,332250,2648,16079,2663
"dc",2017 Dec,579000,496,1319,346
"de",2017 Dec,269850,1024,5278,35
"fl",2017 Dec,264607.432835821,35228,132313,43998
"ga",2017 Dec,186505.056603774,10708,44736,13381
"hi",2017 Dec,732737.5,1568,5363,633
"ia",2017 Dec,135848.191919192,2320,11613,2907
"id",2017 Dec,245631.886363636,1812,7738,458
"il",2017 Dec,125586.676470588,9108,46304,16938
"in",2017 Dec,139350.706521739,5192,19976,4863
"ks",2017 Dec,114182.368131868,2266.96,9560.42857142857,1949
"ky",2017 Dec,152812.633333333,3124,14116,5312
"la",2017 Dec,186735.671875,3724,17970,2287
"ma",2017 Dec,668082.071428571,3852,13884,1890
"md",2017 Dec,298195.333333333,5584,19933,3538
"me",2017 Dec,226946.875,1112,9097,908
"mi",2017 Dec,165198.915662651,8260,34430,1866
"mn",2017 Dec,187445.229885057,3748,14722,7393
"mo",2017 Dec,132656.939130435,5544,23165,7138
"ms",2017 Dec,143264.926829268,1904,11259,1774
"mt",2017 Dec,236773.788265306,856.857142857143,6269,1611
"nc",2017 Dec,238525.47,9268,45369,12038
"nd",2017 Dec,148523.401098901,398.428571428571,3383,888
"ne",2017 Dec,149427.881254277,1312.23333333333,4432.02564102564,3259.5
"nh",2017 Dec,273010,988,5442,1867
"nj",2017 Dec,319133.333333333,8976,38998,708
"nm",2017 Dec,212950.757575758,1788,9466,1215
"nv",2017 Dec,361070.588235294,3924,7612,6091
"ny",2017 Dec,262502.322580645,9480,54987,12375
"oh",2017 Dec,145450.409090909,8276,31446,13362
"ok",2017 Dec,134157.868421053,3772,17529,852
"or",2017 Dec,321924.333333333,3840,12213,1837
"pa",2017 Dec,162417.656716418,9284,45879,5400
"ri",2017 Dec,414030,732,3098,1951
"sc",2017 Dec,210975.130434783,5884,27150,7819
"sd",2017 Dec,163471.802151591,532,3300.37837837838,1290
"tn",2017 Dec,205326.073684211,7076,26455,7363
"tx",2017 Dec,199106.565759637,22933,88102,32183.2142857143
"ut",2017 Dec,323351.724137931,3212,9688,6061
"va",2017 Dec,264384.705426357,6860,32471,7891
"vt",2017 Dec,260276.214285714,560,5285,624
"wa",2017 Dec,325055.923076923,6476,13093,6729
"wi",2017 Dec,187989.791666667,3200,21742,2081
"wv",2017 Dec,137451.745454545,1048,8166,1012
"wy",2017 Dec,296889.130434783,500,3720,552
"ak",2018 Jan,266564.766886366,836.096428571429,2741.93392857143,696
"al",2018 Jan,159758.28358209,5852,22563,2088
"ar",2018 Jan,127676.506666667,3212,13887,2635
"az",2018 Jan,260727.8,13620,25594,6034
"ca",2018 Jan,524161.879310345,34682,52056,21086
"co",2018 Jan,402571.203125,7942,14582,4031.4
"ct",2018 Jan,329915.625,3734,14136,2249
"dc",2018 Jan,571950,780,1100,285
"de",2018 Jan,269090,1272,4841,37
"fl",2018 Jan,265532.537313433,47792,133325,42092
